Application:, Trigno Discover (2.0.1.3)
Date/Time:, 24/07/2025 15:48:51
Collection Length (seconds):, 42.4845
Avanti Sensor 5 (74128)
sensor mode: 66
ORIENTATION W Time Series (s), ORIENTATION W (Quaternions), ORIENTATION X Time Series (s), ORIENTATION X (Quaternions), ORIENTATION Y Time Series (s), ORIENTATION Y (Quaternions), ORIENTATION Z Time Series (s), ORIENTATION Z (Quaternions)
, 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz
, 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
0, 0.84552, 0, 0.1882935, 0, 0.2553101, 0, 0.4295044, , , , , , , , , , , , , , , , , , , , , , 
0.0135, 0.8453979, 0.0135, 0.1882935, 0.0135, 0.2555542, 0.0135, 0.4295654, , , , , , , , , , , , , , , , , , , , , , 
0.027, 0.8453979, 0.027, 0.1882324, 0.027, 0.2556152, 0.027, 0.4295654, , , , , , , , , , , , , , , , , , , , , , 
0.0405, 0.8453369, 0.0405, 0.1879272, 0.0405, 0.2556152, 0.0405, 0.4297485, , , , , , , , , , , , , , , , , , , , , , 
0.054, 0.8453369, 0.054, 0.1878052, 0.054, 0.2556152, 0.054, 0.4298096, , , , , , , , , , , , , , , , , , , , , , 
0.0675, 0.8453979, 0.0675, 0.1873169, 0.0675, 0.2556152, 0.0675, 0.4299927, , , , , , , , , , , , , , , , , , , , , , 
0.081, 0.8453979, 0.081, 0.1870728, 0.081, 0.2555542, 0.081, 0.4301758, , , , , , , , , , , , , , , , , , , , , , 
0.0945, 0.8453369, 0.0945, 0.1865234, 0.0945, 0.2556152, 0.0945, 0.4304199, , , , , , , , , , , , , , , , , , , , , , 
0.108, 0.8453369, 0.108, 0.1862183, 0.108, 0.2555542, 0.108, 0.430542, , , , , , , , , , , , , , , , , , , , , , 
0.1215, 0.8453369, 0.1215, 0.1855469, 0.1215, 0.2556152, 0.1215, 0.4309082, , , , , , , , , , , , , , , , , , , , , , 
0.135, 0.8452759, 0.135, 0.1848145, 0.135, 0.2557373, 0.135, 0.4312134, , , , , , , , , , , , , , , , , , , , , , 
0.1485, 0.8452759, 0.1485, 0.1843872, 0.1485, 0.2558594, 0.1485, 0.4312744, , , , , , , , , , , , , , , , , , , , , , 
0.162, 0.8453369, 0.162, 0.1835327, 0.162, 0.2561035, 0.162, 0.4313965, , , , , , , , , , , , , , , , , , , , , , 
0.1755, 0.8453369, 0.1755, 0.1831665, 0.1755, 0.2561646, 0.1755, 0.4315796, , , , , , , , , , , , , , , , , , , , , , 
0.189, 0.8453369, 0.189, 0.182312, 0.189, 0.2564697, 0.189, 0.4317627, , , , , , , , , , , , , , , , , , , , , , 
0.2025, 0.8453369, 0.2025, 0.1818848, 0.2025, 0.2565918, 0.2025, 0.4318237, , , , , , , , , , , , , , , , , , , , , , 
0.216, 0.8453979, 0.216, 0.1813354, 0.216, 0.2568359, 0.216, 0.4318237, , , , , , , , , , , , , , , , , , , , , , 
0.2295, 0.8453979, 0.2295, 0.1810913, 0.2295, 0.256958, 0.2295, 0.4318237, , , , , , , , , , , , , , , , , , , , , , 
0.243, 0.845459, 0.243, 0.1806641, 0.243, 0.2572021, 0.243, 0.4317627, , , , , , , , , , , , , , , , , , , , , , 
0.2565, 0.845459, 0.2565, 0.180481, 0.2565, 0.2572632, 0.2565, 0.4317627, , , , , , , , , , , , , , , , , , , , , , 
0.27, 0.8455811, 0.27, 0.1802979, 0.27, 0.2575073, 0.27, 0.4315186, , , , , , , , , , , , , , , , , , , , , , 
0.2835, 0.8456421, 0.2835, 0.1802368, 0.2835, 0.2575684, 0.2835, 0.4313965, , , , , , , , , , , , , , , , , , , , , , 
0.297, 0.8457642, 0.297, 0.1801758, 0.297, 0.2575684, 0.297, 0.4311523, , , , , , , , , , , , , , , , , , , , , , 
0.3105, 0.8458252, 0.3105, 0.1801758, 0.3105, 0.2575073, 0.3105, 0.4310303, , , , , , , , , , , , , , , , , , , , , , 
0.324, 0.8458252, 0.324, 0.1801758, 0.324, 0.2575073, 0.324, 0.4309692, , , , , , , , , , , , , , , , , , , , , , 
0.3375, 0.8457031, 0.3375, 0.1802368, 0.3375, 0.2575684, 0.3375, 0.4312134, , , , , , , , , , , , , , , , , , , , , , 
0.351, 0.8455811, 0.351, 0.1802368, 0.351, 0.2576294, 0.351, 0.4314575, , , , , , , , , , , , , , , , , , , , , , 
0.3645, 0.8450928, 0.3645, 0.1798706, 0.3645, 0.2579346, 0.3645, 0.432373, , , , , , , , , , , , , , , , , , , , , , 
0.378, 0.8446655, 0.378, 0.1796875, 0.378, 0.2583008, 0.378, 0.4329834, , , , , , , , , , , , , , , , , , , , , , 
0.3915, 0.8439331, 0.3915, 0.1791382, 0.3915, 0.2591553, 0.3915, 0.4342041, , , , , , , , , , , , , , , , , , , , , , 
0.405, 0.8435059, 0.405, 0.1787109, 0.405, 0.2597656, 0.405, 0.4348145, , , , , , , , , , , , , , , , , , , , , , 
0.4185, 0.8424072, 0.4185, 0.1773682, 0.4185, 0.2615356, 0.4185, 0.4364624, , , , , , , , , , , , , , , , , , , , , , 
0.432, 0.8417358, 0.432, 0.1765137, 0.432, 0.2625732, 0.432, 0.437439, , , , , , , , , , , , , , , , , , , , , , 
0.4455, 0.8405151, 0.4455, 0.1746826, 0.4455, 0.2647095, 0.4455, 0.43927, , , , , , , , , , , , , , , , , , , , , , 
0.459, 0.8400269, 0.459, 0.1739502, 0.459, 0.265686, 0.459, 0.4398804, , , , , , , , , , , , , , , , , , , , , , 
0.4725, 0.8394165, 0.4725, 0.1726685, 0.4725, 0.2670898, 0.4725, 0.4406738, , , , , , , , , , , , , , , , , , , , , , 
0.486, 0.8392944, 0.486, 0.1721802, 0.486, 0.2675781, 0.486, 0.4408569, , , , , , , , , , , , , , , , , , , , , , 
0.4995, 0.8392944, 0.4995, 0.1716919, 0.4995, 0.2680664, 0.4995, 0.4406738, , , , , , , , , , , , , , , , , , , , , , 
0.513, 0.8394165, 0.513, 0.1715088, 0.513, 0.2681885, 0.513, 0.4404907, , , , , , , , , , , , , , , , , , , , , , 
0.5265, 0.8395996, 0.5265, 0.1713257, 0.5265, 0.2682495, 0.5265, 0.4401855, , , , , , , , , , , , , , , , , , , , , , 
0.54, 0.8399048, 0.54, 0.1713257, 0.54, 0.2681885, 0.54, 0.4396362, , , , , , , , , , , , , , , , , , , , , , 
0.5535, 0.8400269, 0.5535, 0.1713257, 0.5535, 0.2683105, 0.5535, 0.4393921, , , , , , , , , , , , , , , , , , , , , , 
0.567, 0.8400879, 0.567, 0.1711426, 0.567, 0.2687988, 0.567, 0.4390259, , , , , , , , , , , , , , , , , , , , , , 
0.5805, 0.8400879, 0.5805, 0.1709595, 0.5805, 0.269104, 0.5805, 0.4388428, , , , , , , , , , , , , , , , , , , , , , 
0.594, 0.8400879, 0.594, 0.1705322, 0.594, 0.2697144, 0.594, 0.4385986, , , , , , , , , , , , , , , , , , , , , , 
0.6075, 0.8401489, 0.6075, 0.1704102, 0.6075, 0.2698975, 0.6075, 0.4384766, , , , , , , , , , , , , , , , , , , , , , 
0.621, 0.840332, 0.621, 0.1705933, 0.621, 0.2699585, 0.621, 0.4380493, , , , , , , , , , , , , , , , , , , , , , 
0.6345, 0.8405151, 0.6345, 0.1707764, 0.6345, 0.2698975, 0.6345, 0.4376831, , , , , , , , , , , , , , , , , , , , , , 
0.648, 0.8408813, 0.648, 0.1711426, 0.648, 0.2694092, 0.648, 0.4370117, , , , , , , , , , , , , , , , , , , , , , 
0.6615, 0.8410645, 0.6615, 0.1713867, 0.6615, 0.269165, 0.6615, 0.4367065, , , , , , , , , , , , , , , , , , , , , , 
0.675, 0.8412476, 0.675, 0.1715698, 0.675, 0.2687378, 0.675, 0.4365845, , , , , , , , , , , , , , , , , , , , , , 
0.6885, 0.8413696, 0.6885, 0.1715698, 0.6885, 0.2685547, 0.6885, 0.4365234, , , , , , , , , , , , , , , , , , , , , , 
0.702, 0.8414917, 0.702, 0.1716309, 0.702, 0.2681274, 0.702, 0.4365234, , , , , , , , , , , , , , , , , , , , , , 
0.7155, 0.8415527, 0.7155, 0.1716309, 0.7155, 0.2678833, 0.7155, 0.4365234, , , , , , , , , , , , , , , , , , , , , , 
0.729, 0.8417358, 0.729, 0.1719971, 0.729, 0.267334, 0.729, 0.4363403, , , , , , , , , , , , , , , , , , , , , , 
0.7425, 0.842041, 0.7425, 0.1724854, 0.7425, 0.2667236, 0.7425, 0.4359741, , , , , , , , , , , , , , , , , , , , , , 
