Application:, Trigno Discover (2.0.1.3)
Date/Time:, 24/07/2025 14:25:39
Collection Length (seconds):, 60.183
Avanti Sensor 5 (74128)
sensor mode: 66
ORIENTATION W Time Series (s), ORIENTATION W (Quaternions), ORIENTATION X Time Series (s), ORIENTATION X (Quaternions), ORIENTATION Y Time Series (s), ORIENTATION Y (Quaternions), ORIENTATION Z Time Series (s), ORIENTATION Z (Quaternions)
, 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz
, 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
1.2825, 0.9424438, 1.2825, 0.2600098, 1.2825, -0.0647583, 1.2825, -0.2000122, , , , , , , , , , , , , , , , , , , , , , 
1.296, 0.9423828, 1.296, 0.2600708, 1.296, -0.0647583, 1.296, -0.2001343, , , , , , , , , , , , , , , , , , , , , , 
1.3095, 0.9423828, 1.3095, 0.2600708, 1.3095, -0.0647583, 1.3095, -0.2001953, , , , , , , , , , , , , , , , , , , , , , 
1.323, 0.9423828, 1.323, 0.2600708, 1.323, -0.0648193, 1.323, -0.2001343, , , , , , , , , , , , , , , , , , , , , , 
1.3365, 0.9423828, 1.3365, 0.2600708, 1.3365, -0.0647583, 1.3365, -0.2001343, , , , , , , , , , , , , , , , , , , , , , 
1.35, 0.9424438, 1.35, 0.2599487, 1.35, -0.0646973, 1.35, -0.2001343, , , , , , , , , , , , , , , , , , , , , , 
1.3635, 0.9424438, 1.3635, 0.2599487, 1.3635, -0.0646973, 1.3635, -0.1999512, , , , , , , , , , , , , , , , , , , , , , 
1.377, 0.9425049, 1.377, 0.2599487, 1.377, -0.0646362, 1.377, -0.1998291, , , , , , , , , , , , , , , , , , , , , , 
1.3905, 0.9425049, 1.3905, 0.2599487, 1.3905, -0.0646362, 1.3905, -0.1998901, , , , , , , , , , , , , , , , , , , , , , 
1.404, 0.9425049, 1.404, 0.2599487, 1.404, -0.0646362, 1.404, -0.1998291, , , , , , , , , , , , , , , , , , , , , , 
1.4175, 0.9425049, 1.4175, 0.2600098, 1.4175, -0.0645752, 1.4175, -0.199646, , , , , , , , , , , , , , , , , , , , , , 
1.431, 0.9425049, 1.431, 0.2600098, 1.431, -0.0645752, 1.431, -0.199646, , , , , , , , , , , , , , , , , , , , , , 
1.4445, 0.9425049, 1.4445, 0.2600708, 1.4445, -0.0645752, 1.4445, -0.199585, , , , , , , , , , , , , , , , , , , , , , 
1.458, 0.9425659, 1.458, 0.2600708, 1.458, -0.0644531, 1.458, -0.1995239, , , , , , , , , , , , , , , , , , , , , , 
1.4715, 0.9425659, 1.4715, 0.2601318, 1.4715, -0.0643921, 1.4715, -0.1994629, , , , , , , , , , , , , , , , , , , , , , 
1.485, 0.9425659, 1.485, 0.2601318, 1.485, -0.0643921, 1.485, -0.1994019, , , , , , , , , , , , , , , , , , , , , , 
1.4985, 0.9425659, 1.4985, 0.2600708, 1.4985, -0.0643311, 1.4985, -0.1994629, , , , , , , , , , , , , , , , , , , , , , 
1.512, 0.9425659, 1.512, 0.2600708, 1.512, -0.0643311, 1.512, -0.1995239, , , , , , , , , , , , , , , , , , , , , , 
1.5255, 0.9425659, 1.5255, 0.2600098, 1.5255, -0.06427, 1.5255, -0.1994019, , , , , , , , , , , , , , , , , , , , , , 
1.539, 0.942627, 1.539, 0.2600098, 1.539, -0.064209, 1.539, -0.1994019, , , , , , , , , , , , , , , , , , , , , , 
1.5525, 0.942627, 1.5525, 0.2600098, 1.5525, -0.0643311, 1.5525, -0.1993408, , , , , , , , , , , , , , , , , , , , , , 
1.566, 0.942627, 1.566, 0.2600098, 1.566, -0.06427, 1.566, -0.1992798, , , , , , , , , , , , , , , , , , , , , , 
1.5795, 0.942627, 1.5795, 0.2600098, 1.5795, -0.06427, 1.5795, -0.1991577, , , , , , , , , , , , , , , , , , , , , , 
1.593, 0.9425659, 1.593, 0.2601318, 1.593, -0.06427, 1.593, -0.1992798, , , , , , , , , , , , , , , , , , , , , , 
1.6065, 0.9425659, 1.6065, 0.2601929, 1.6065, -0.064209, 1.6065, -0.1993408, , , , , , , , , , , , , , , , , , , , , , 
1.62, 0.9425659, 1.62, 0.2601929, 1.62, -0.064209, 1.62, -0.1993408, , , , , , , , , , , , , , , , , , , , , , 
1.6335, 0.9425659, 1.6335, 0.2602539, 1.6335, -0.064209, 1.6335, -0.1992188, , , , , , , , , , , , , , , , , , , , , , 
1.647, 0.9425659, 1.647, 0.2603149, 1.647, -0.0641479, 1.647, -0.1992798, , , , , , , , , , , , , , , , , , , , , , 
1.6605, 0.9425659, 1.6605, 0.2603149, 1.6605, -0.064209, 1.6605, -0.1992798, , , , , , , , , , , , , , , , , , , , , , 
1.674, 0.9425049, 1.674, 0.260376, 1.674, -0.064209, 1.674, -0.1994019, , , , , , , , , , , , , , , , , , , , , , 
1.6875, 0.9425049, 1.6875, 0.260376, 1.6875, -0.064209, 1.6875, -0.1994019, , , , , , , , , , , , , , , , , , , , , , 
1.701, 0.9425049, 1.701, 0.260376, 1.701, -0.064209, 1.701, -0.1994019, , , , , , , , , , , , , , , , , , , , , , 
1.7145, 0.9424438, 1.7145, 0.260437, 1.7145, -0.064209, 1.7145, -0.1995239, , , , , , , , , , , , , , , , , , , , , , 
1.728, 0.9424438, 1.728, 0.260376, 1.728, -0.06427, 1.728, -0.199646, , , , , , , , , , , , , , , , , , , , , , 
1.7415, 0.9424438, 1.7415, 0.260437, 1.7415, -0.064209, 1.7415, -0.199707, , , , , , , , , , , , , , , , , , , , , , 
1.755, 0.9424438, 1.755, 0.260437, 1.755, -0.0641479, 1.755, -0.1997681, , , , , , , , , , , , , , , , , , , , , , 
1.7685, 0.9424438, 1.7685, 0.260437, 1.7685, -0.0641479, 1.7685, -0.1997681, , , , , , , , , , , , , , , , , , , , , , 
1.782, 0.9424438, 1.782, 0.260437, 1.782, -0.0640869, 1.782, -0.1998291, , , , , , , , , , , , , , , , , , , , , , 
1.7955, 0.9423828, 1.7955, 0.260498, 1.7955, -0.0640869, 1.7955, -0.1998291, , , , , , , , , , , , , , , , , , , , , , 
1.809, 0.9423828, 1.809, 0.260437, 1.809, -0.0640869, 1.809, -0.1998901, , , , , , , , , , , , , , , , , , , , , , 
1.8225, 0.9423828, 1.8225, 0.260498, 1.8225, -0.0641479, 1.8225, -0.1998901, , , , , , , , , , , , , , , , , , , , , , 
1.836, 0.9423828, 1.836, 0.260498, 1.836, -0.0641479, 1.836, -0.1998291, , , , , , , , , , , , , , , , , , , , , , 
1.8495, 0.9423828, 1.8495, 0.260498, 1.8495, -0.0640869, 1.8495, -0.1997681, , , , , , , , , , , , , , , , , , , , , , 
1.863, 0.9423828, 1.863, 0.260437, 1.863, -0.0640869, 1.863, -0.1998291, , , , , , , , , , , , , , , , , , , , , , 
1.8765, 0.9424438, 1.8765, 0.260498, 1.8765, -0.0640259, 1.8765, -0.199707, , , , , , , , , , , , , , , , , , , , , , 
1.89, 0.9424438, 1.89, 0.260498, 1.89, -0.0640259, 1.89, -0.199707, , , , , , , , , , , , , , , , , , , , , , 
1.9035, 0.9424438, 1.9035, 0.260437, 1.9035, -0.0640259, 1.9035, -0.199707, , , , , , , , , , , , , , , , , , , , , , 
1.917, 0.9424438, 1.917, 0.260376, 1.917, -0.0640869, 1.917, -0.1997681, , , , , , , , , , , , , , , , , , , , , , 
1.9305, 0.9425049, 1.9305, 0.260437, 1.9305, -0.0640259, 1.9305, -0.1995239, , , , , , , , , , , , , , , , , , , , , , 
1.944, 0.9425049, 1.944, 0.260376, 1.944, -0.0640259, 1.944, -0.1995239, , , , , , , , , , , , , , , , , , , , , , 
1.9575, 0.9424438, 1.9575, 0.260376, 1.9575, -0.0640259, 1.9575, -0.199646, , , , , , , , , , , , , , , , , , , , , , 
1.971, 0.9424438, 1.971, 0.260376, 1.971, -0.0640259, 1.971, -0.1997681, , , , , , , , , , , , , , , , , , , , , , 
1.9845, 0.9424438, 1.9845, 0.260376, 1.9845, -0.0640259, 1.9845, -0.1997681, , , , , , , , , , , , , , , , , , , , , , 
1.998, 0.9423828, 1.998, 0.2603149, 1.998, -0.0640869, 1.998, -0.2000732, , , , , , , , , , , , , , , , , , , , , , 
2.0115, 0.9423828, 2.0115, 0.2602539, 2.0115, -0.0640869, 2.0115, -0.2001343, , , , , , , , , , , , , , , , , , , , , , 
2.025, 0.9424438, 2.025, 0.2601929, 2.025, -0.0640869, 2.025, -0.2000732, , , , , , , , , , , , , , , , , , , , , , 
2.0385, 0.9423828, 2.0385, 0.2601929, 2.0385, -0.0640869, 2.0385, -0.2001343, , , , , , , , , , , , , , , , , , , , , , 
2.052, 0.9424438, 2.052, 0.2602539, 2.052, -0.0640869, 2.052, -0.1999512, , , , , , , , , , , , , , , , , , , , , , 
2.0655, 0.9424438, 2.0655, 0.2602539, 2.0655, -0.0640869, 2.0655, -0.1999512, , , , , , , , , , , , , , , , , , , , , , 
2.079, 0.9424438, 2.079, 0.2602539, 2.079, -0.0640869, 2.079, -0.2000122, , , , , , , , , , , , , , , , , , , , , , 
2.0925, 0.9423828, 2.0925, 0.2603149, 2.0925, -0.0640869, 2.0925, -0.2000732, , , , , , , , , , , , , , , , , , , , , , 
2.106, 0.9423828, 2.106, 0.2603149, 2.106, -0.0640869, 2.106, -0.2001343, , , , , , , , , , , , , , , , , , , , , , 
2.1195, 0.9423828, 2.1195, 0.260376, 2.1195, -0.0640259, 2.1195, -0.2000122, , , , , , , , , , , , , , , , , , , , , , 
2.133, 0.9424438, 2.133, 0.2603149, 2.133, -0.0639648, 2.133, -0.1998901, , , , , , , , , , , , , , , , , , , , , , 
2.1465, 0.9424438, 2.1465, 0.2602539, 2.1465, -0.0639038, 2.1465, -0.1998901, , , , , , , , , , , , , , , , , , , , , , 
2.16, 0.9424438, 2.16, 0.2602539, 2.16, -0.0638428, 2.16, -0.1998291, , , , , , , , , , , , , , , , , , , , , , 
2.1735, 0.9424438, 2.1735, 0.2602539, 2.1735, -0.0639038, 2.1735, -0.1998291, , , , , , , , , , , , , , , , , , , , , , 
2.187, 0.9424438, 2.187, 0.2603149, 2.187, -0.0639038, 2.187, -0.1997681, , , , , , , , , , , , , , , , , , , , , , 
2.2005, 0.9424438, 2.2005, 0.2603149, 2.2005, -0.0639648, 2.2005, -0.1997681, , , , , , , , , , , , , , , , , , , , , , 
2.214, 0.9424438, 2.214, 0.260376, 2.214, -0.0640259, 2.214, -0.199646, , , , , , , , , , , , , , , , , , , , , , 
2.2275, 0.9425049, 2.2275, 0.260376, 2.2275, -0.0640259, 2.2275, -0.199585, , , , , , , , , , , , , , , , , , , , , , 
2.241, 0.9425049, 2.241, 0.260437, 2.241, -0.0640259, 2.241, -0.1995239, , , , , , , , , , , , , , , , , , , , , , 
2.2545, 0.9424438, 2.2545, 0.260498, 2.2545, -0.0640259, 2.2545, -0.1994629, , , , , , , , , , , , , , , , , , , , , , 
2.268, 0.9424438, 2.268, 0.2605591, 2.268, -0.0640259, 2.268, -0.1995239, , , , , , , , , , , , , , , , , , , , , , 
2.2815, 0.9424438, 2.2815, 0.2605591, 2.2815, -0.0639038, 2.2815, -0.1994019, , , , , , , , , , , , , , , , , , , , , , 
2.295, 0.9424438, 2.295, 0.2606201, 2.295, -0.0639648, 2.295, -0.1993408, , , , , , , , , , , , , , , , , , , , , , 
2.3085, 0.9424438, 2.3085, 0.2607422, 2.3085, -0.0639648, 2.3085, -0.1992798, , , , , , , , , , , , , , , , , , , , , , 
2.322, 0.9424438, 2.322, 0.2608032, 2.322, -0.0639038, 2.322, -0.1992798, , , , , , , , , , , , , , , , , , , , , , 
2.3355, 0.9424438, 2.3355, 0.2609253, 2.3355, -0.0639648, 2.3355, -0.1992188, , , , , , , , , , , , , , , , , , , , , , 
2.349, 0.9423828, 2.349, 0.2609863, 2.349, -0.0638428, 2.349, -0.1992188, , , , , , , , , , , , , , , , , , , , , , 
