Application:, Trigno Discover (2.0.1.3)
Date/Time:, 24/07/2025 14:27:04
Collection Length (seconds):, 59.5215
Avanti Sensor 5 (74128)
sensor mode: 66
ORIENTATION W Time Series (s), ORIENTATION W (Quaternions), ORIENTATION X Time Series (s), ORIENTATION X (Quaternions), ORIENTATION Y Time Series (s), ORIENTATION Y (Quaternions), ORIENTATION Z Time Series (s), ORIENTATION Z (Quaternions)
, 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz
, 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
0, 0.918396, 0, 0.2225342, 0, -0.0650024, 0, -0.3207397, , , , , , , , , , , , , , , , , , , , , , 
0.0135, 0.918396, 0.0135, 0.2224731, 0.0135, -0.0649414, 0.0135, -0.3206787, , , , , , , , , , , , , , , , , , , , , , 
0.027, 0.918457, 0.027, 0.2224731, 0.027, -0.0648804, 0.027, -0.3205566, , , , , , , , , , , , , , , , , , , , , , 
0.0405, 0.918457, 0.0405, 0.2225342, 0.0405, -0.0648804, 0.0405, -0.3204346, , , , , , , , , , , , , , , , , , , , , , 
0.054, 0.9185181, 0.054, 0.2225952, 0.054, -0.0648193, 0.054, -0.3202515, , , , , , , , , , , , , , , , , , , , , , 
0.0675, 0.9185181, 0.0675, 0.2226562, 0.0675, -0.0647583, 0.0675, -0.3201904, , , , , , , , , , , , , , , , , , , , , , 
0.081, 0.9185791, 0.081, 0.2226562, 0.081, -0.0647583, 0.081, -0.3201294, , , , , , , , , , , , , , , , , , , , , , 
0.0945, 0.9185791, 0.0945, 0.2227173, 0.0945, -0.0647583, 0.0945, -0.3200073, , , , , , , , , , , , , , , , , , , , , , 
0.108, 0.9186401, 0.108, 0.2228394, 0.108, -0.0648804, 0.108, -0.3198242, , , , , , , , , , , , , , , , , , , , , , 
0.1215, 0.9185791, 0.1215, 0.2229004, 0.1215, -0.0650024, 0.1215, -0.3197632, , , , , , , , , , , , , , , , , , , , , , 
0.135, 0.9185791, 0.135, 0.2229614, 0.135, -0.0650024, 0.135, -0.3197632, , , , , , , , , , , , , , , , , , , , , , 
0.1485, 0.9185791, 0.1485, 0.2229614, 0.1485, -0.0650024, 0.1485, -0.3197632, , , , , , , , , , , , , , , , , , , , , , 
0.162, 0.9186401, 0.162, 0.2230225, 0.162, -0.0650024, 0.162, -0.3195801, , , , , , , , , , , , , , , , , , , , , , 
0.1755, 0.9186401, 0.1755, 0.2230225, 0.1755, -0.0650635, 0.1755, -0.319519, , , , , , , , , , , , , , , , , , , , , , 
0.189, 0.9186401, 0.189, 0.2230225, 0.189, -0.0650635, 0.189, -0.319519, , , , , , , , , , , , , , , , , , , , , , 
0.2025, 0.9187012, 0.2025, 0.2230835, 0.2025, -0.0650635, 0.2025, -0.319397, , , , , , , , , , , , , , , , , , , , , , 
0.216, 0.9187012, 0.216, 0.2230835, 0.216, -0.0650024, 0.216, -0.3193359, , , , , , , , , , , , , , , , , , , , , , 
0.2295, 0.9187012, 0.2295, 0.2230835, 0.2295, -0.0650024, 0.2295, -0.3193359, , , , , , , , , , , , , , , , , , , , , , 
0.243, 0.9187012, 0.243, 0.2230835, 0.243, -0.0650024, 0.243, -0.3192749, , , , , , , , , , , , , , , , , , , , , , 
0.2565, 0.9187622, 0.2565, 0.2230225, 0.2565, -0.0649414, 0.2565, -0.3192749, , , , , , , , , , , , , , , , , , , , , , 
0.27, 0.9187622, 0.27, 0.2230835, 0.27, -0.0648804, 0.27, -0.3192139, , , , , , , , , , , , , , , , , , , , , , 
0.2835, 0.9188232, 0.2835, 0.2230835, 0.2835, -0.0648193, 0.2835, -0.3191528, , , , , , , , , , , , , , , , , , , , , , 
0.297, 0.9188232, 0.297, 0.2230835, 0.297, -0.0647583, 0.297, -0.3191528, , , , , , , , , , , , , , , , , , , , , , 
0.3105, 0.9188232, 0.3105, 0.2230835, 0.3105, -0.0646973, 0.3105, -0.3190918, , , , , , , , , , , , , , , , , , , , , , 
0.324, 0.9188232, 0.324, 0.2230835, 0.324, -0.0646973, 0.324, -0.3190918, , , , , , , , , , , , , , , , , , , , , , 
0.3375, 0.9187622, 0.3375, 0.2230835, 0.3375, -0.0646362, 0.3375, -0.3191528, , , , , , , , , , , , , , , , , , , , , , 
0.351, 0.9187622, 0.351, 0.2230835, 0.351, -0.0646362, 0.351, -0.3192749, , , , , , , , , , , , , , , , , , , , , , 
0.3645, 0.9188232, 0.3645, 0.2231445, 0.3645, -0.0646362, 0.3645, -0.3191528, , , , , , , , , , , , , , , , , , , , , , 
0.378, 0.9188232, 0.378, 0.2231445, 0.378, -0.0645142, 0.378, -0.3190918, , , , , , , , , , , , , , , , , , , , , , 
0.3915, 0.9188232, 0.3915, 0.2232056, 0.3915, -0.0645142, 0.3915, -0.3190308, , , , , , , , , , , , , , , , , , , , , , 
0.405, 0.9188843, 0.405, 0.2232056, 0.405, -0.0644531, 0.405, -0.3189697, , , , , , , , , , , , , , , , , , , , , , 
0.4185, 0.9188843, 0.4185, 0.2232056, 0.4185, -0.0644531, 0.4185, -0.3189087, , , , , , , , , , , , , , , , , , , , , , 
0.432, 0.9188843, 0.432, 0.2232666, 0.432, -0.0644531, 0.432, -0.3189087, , , , , , , , , , , , , , , , , , , , , , 
0.4455, 0.9188843, 0.4455, 0.2233276, 0.4455, -0.0644531, 0.4455, -0.3188477, , , , , , , , , , , , , , , , , , , , , , 
0.459, 0.9188843, 0.459, 0.2234497, 0.459, -0.0643311, 0.459, -0.3187256, , , , , , , , , , , , , , , , , , , , , , 
0.4725, 0.9188843, 0.4725, 0.2235107, 0.4725, -0.06427, 0.4725, -0.3186646, , , , , , , , , , , , , , , , , , , , , , 
0.486, 0.9188843, 0.486, 0.2236328, 0.486, -0.0640869, 0.486, -0.3186035, , , , , , , , , , , , , , , , , , , , , , 
0.4995, 0.9188843, 0.4995, 0.2236328, 0.4995, -0.0640259, 0.4995, -0.3186035, , , , , , , , , , , , , , , , , , , , , , 
0.513, 0.9189453, 0.513, 0.2237549, 0.513, -0.0639038, 0.513, -0.3184814, , , , , , , , , , , , , , , , , , , , , , 
0.5265, 0.9189453, 0.5265, 0.2237549, 0.5265, -0.0639038, 0.5265, -0.3184204, , , , , , , , , , , , , , , , , , , , , , 
0.54, 0.9189453, 0.54, 0.2238159, 0.54, -0.0637817, 0.54, -0.3184204, , , , , , , , , , , , , , , , , , , , , , 
0.5535, 0.9188843, 0.5535, 0.223877, 0.5535, -0.0637817, 0.5535, -0.3184814, , , , , , , , , , , , , , , , , , , , , , 
0.567, 0.9189453, 0.567, 0.223877, 0.567, -0.0637817, 0.567, -0.3184204, , , , , , , , , , , , , , , , , , , , , , 
0.5805, 0.9189453, 0.5805, 0.223938, 0.5805, -0.0637207, 0.5805, -0.3182983, , , , , , , , , , , , , , , , , , , , , , 
0.594, 0.9189453, 0.594, 0.223999, 0.594, -0.0637207, 0.594, -0.3182373, , , , , , , , , , , , , , , , , , , , , , 
0.6075, 0.9190063, 0.6075, 0.2241211, 0.6075, -0.0636597, 0.6075, -0.3180542, , , , , , , , , , , , , , , , , , , , , , 
0.621, 0.9190674, 0.621, 0.2241821, 0.621, -0.0635986, 0.621, -0.3178711, , , , , , , , , , , , , , , , , , , , , , 
0.6345, 0.9191284, 0.6345, 0.2242432, 0.6345, -0.0635376, 0.6345, -0.317688, , , , , , , , , , , , , , , , , , , , , , 
0.648, 0.9191284, 0.648, 0.2243042, 0.648, -0.0635376, 0.648, -0.3175659, , , , , , , , , , , , , , , , , , , , , , 
0.6615, 0.9191284, 0.6615, 0.2243042, 0.6615, -0.0634766, 0.6615, -0.3175659, , , , , , , , , , , , , , , , , , , , , , 
0.675, 0.9191284, 0.675, 0.2243042, 0.675, -0.0634766, 0.675, -0.3175659, , , , , , , , , , , , , , , , , , , , , , 
0.6885, 0.9190674, 0.6885, 0.2243042, 0.6885, -0.0634766, 0.6885, -0.317749, , , , , , , , , , , , , , , , , , , , , , 
0.702, 0.9190674, 0.702, 0.2243042, 0.702, -0.0634766, 0.702, -0.317688, , , , , , , , , , , , , , , , , , , , , , 
0.7155, 0.9191284, 0.7155, 0.2243042, 0.7155, -0.0633545, 0.7155, -0.3175659, , , , , , , , , , , , , , , , , , , , , , 
0.729, 0.9191895, 0.729, 0.2243652, 0.729, -0.0633545, 0.729, -0.3174438, , , , , , , , , , , , , , , , , , , , , , 
0.7425, 0.9191895, 0.7425, 0.2244263, 0.7425, -0.0632935, 0.7425, -0.3173828, , , , , , , , , , , , , , , , , , , , , , 
0.756, 0.9191895, 0.756, 0.2244263, 0.756, -0.0632935, 0.756, -0.3173218, , , , , , , , , , , , , , , , , , , , , , 
