Application:, Trigno Discover (2.0.1.3)
Date/Time:, 24/07/2025 16:11:51
Collection Length (seconds):, 63.45
Avanti Sensor 5 (74128)
sensor mode: 66
ORIENTATION W Time Series (s), ORIENTATION W (Quaternions), ORIENTATION X Time Series (s), ORIENTATION X (Quaternions), ORIENTATION Y Time Series (s), ORIENTATION Y (Quaternions), ORIENTATION Z Time Series (s), ORIENTATION Z (Quaternions)
, 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz
, 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
0.837, 0.9453735, 0.837, 0.1884766, 0.837, 0.0778809, 0.837, 0.2543335, , , , , , , , , , , , , , , , , , , , , , 
0.8505, 0.9454346, 0.8505, 0.1882935, 0.8505, 0.0778809, 0.8505, 0.2543335, , , , , , , , , , , , , , , , , , , , , , 
0.864, 0.9454346, 0.864, 0.1881104, 0.864, 0.0778198, 0.864, 0.2544556, , , , , , , , , , , , , , , , , , , , , , 
0.8775, 0.9454346, 0.8775, 0.1880493, 0.8775, 0.0777588, 0.8775, 0.2545776, , , , , , , , , , , , , , , , , , , , , , 
0.891, 0.9454346, 0.891, 0.1878662, 0.891, 0.0775146, 0.891, 0.2547607, , , , , , , , , , , , , , , , , , , , , , 
0.9045, 0.9454346, 0.9045, 0.1878052, 0.9045, 0.0773926, 0.9045, 0.2547607, , , , , , , , , , , , , , , , , , , , , , 
0.918, 0.9454956, 0.918, 0.1876831, 0.918, 0.0772095, 0.918, 0.2547607, , , , , , , , , , , , , , , , , , , , , , 
0.9315, 0.9454956, 0.9315, 0.1876221, 0.9315, 0.0770874, 0.9315, 0.2546997, , , , , , , , , , , , , , , , , , , , , , 
0.945, 0.9454956, 0.945, 0.187561, 0.945, 0.0769653, 0.945, 0.2547607, , , , , , , , , , , , , , , , , , , , , , 
0.9585, 0.9454956, 0.9585, 0.187561, 0.9585, 0.0769653, 0.9585, 0.2547607, , , , , , , , , , , , , , , , , , , , , , 
0.972, 0.9454956, 0.972, 0.1875, 0.972, 0.0771484, 0.972, 0.2547607, , , , , , , , , , , , , , , , , , , , , , 
0.9855, 0.9455566, 0.9855, 0.1875, 0.9855, 0.0771484, 0.9855, 0.2546997, , , , , , , , , , , , , , , , , , , , , , 
0.999, 0.9455566, 0.999, 0.187561, 0.999, 0.0772095, 0.999, 0.2546387, , , , , , , , , , , , , , , , , , , , , , 
1.0125, 0.9455566, 1.0125, 0.1876221, 1.0125, 0.0772095, 1.0125, 0.2545166, , , , , , , , , , , , , , , , , , , , , , 
1.026, 0.9455566, 1.026, 0.1876221, 1.026, 0.0772095, 1.026, 0.2543945, , , , , , , , , , , , , , , , , , , , , , 
1.0395, 0.9455566, 1.0395, 0.1876221, 1.0395, 0.0773315, 1.0395, 0.2543945, , , , , , , , , , , , , , , , , , , , , , 
1.053, 0.9455566, 1.053, 0.1876221, 1.053, 0.0774536, 1.053, 0.2543945, , , , , , , , , , , , , , , , , , , , , , 
