Application:, Trigno Discover (2.0.1.3)
Date/Time:, 24/07/2025 15:11:06
Collection Length (seconds):, 48.249
Avanti Sensor 5 (74128)
sensor mode: 66
ORIENTATION W Time Series (s), ORIENTATION W (Quaternions), ORIENTATION X Time Series (s), ORIENTATION X (Quaternions), ORIENTATION Y Time Series (s), ORIENTATION Y (Quaternions), ORIENTATION Z Time Series (s), ORIENTATION Z (Quaternions)
, 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz
, 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
0, 0.8028564, 0, 0.2133789, 0, 0.1438599, 0, 0.5377197, , , , , , , , , , , , , , , , , , , , , , 
0.0135, 0.8031006, 0.0135, 0.2134399, 0.0135, 0.1439819, 0.0135, 0.5373535, , , , , , , , , , , , , , , , , , , , , , 
0.027, 0.8031616, 0.027, 0.213501, 0.027, 0.1439819, 0.027, 0.5371704, , , , , , , , , , , , , , , , , , , , , , 
0.0405, 0.8033447, 0.0405, 0.213623, 0.0405, 0.1439209, 0.0405, 0.5369263, , , , , , , , , , , , , , , , , , , , , , 
0.054, 0.8034058, 0.054, 0.2136841, 0.054, 0.1438599, 0.054, 0.5368042, , , , , , , , , , , , , , , , , , , , , , 
0.0675, 0.8035889, 0.0675, 0.2136841, 0.0675, 0.1439209, 0.0675, 0.5365601, , , , , , , , , , , , , , , , , , , , , , 
0.081, 0.8036499, 0.081, 0.2137451, 0.081, 0.1439819, 0.081, 0.536438, , , , , , , , , , , , , , , , , , , , , , 
0.0945, 0.803772, 0.0945, 0.2137451, 0.0945, 0.144043, 0.0945, 0.5361938, , , , , , , , , , , , , , , , , , , , , , 
0.108, 0.8039551, 0.108, 0.2138062, 0.108, 0.144043, 0.108, 0.5359497, , , , , , , , , , , , , , , , , , , , , , 
0.1215, 0.8042603, 0.1215, 0.2138672, 0.1215, 0.1439819, 0.1215, 0.5354614, , , , , , , , , , , , , , , , , , , , , , 
0.135, 0.8043823, 0.135, 0.2139282, 0.135, 0.1439819, 0.135, 0.5352783, , , , , , , , , , , , , , , , , , , , , , 
0.1485, 0.8045654, 0.1485, 0.2140503, 0.1485, 0.144043, 0.1485, 0.5349121, , , , , , , , , , , , , , , , , , , , , , 
0.162, 0.8046265, 0.162, 0.2141113, 0.162, 0.1439819, 0.162, 0.53479, , , , , , , , , , , , , , , , , , , , , , 
0.1755, 0.8048096, 0.1755, 0.2141724, 0.1755, 0.144043, 0.1755, 0.5344849, , , , , , , , , , , , , , , , , , , , , , 
0.189, 0.8048706, 0.189, 0.2142944, 0.189, 0.144104, 0.189, 0.5343018, , , , , , , , , , , , , , , , , , , , , , 
0.2025, 0.8050537, 0.2025, 0.2144165, 0.2025, 0.144043, 0.2025, 0.5339966, , , , , , , , , , , , , , , , , , , , , , 
0.216, 0.8051758, 0.216, 0.2144775, 0.216, 0.144043, 0.216, 0.5337524, , , , , , , , , , , , , , , , , , , , , , 
0.2295, 0.8052979, 0.2295, 0.2144775, 0.2295, 0.144043, 0.2295, 0.5336304, , , , , , , , , , , , , , , , , , , , , , 
0.243, 0.8054199, 0.243, 0.2146606, 0.243, 0.144104, 0.243, 0.5333862, , , , , , , , , , , , , , , , , , , , , , 
0.2565, 0.805481, 0.2565, 0.2146606, 0.2565, 0.144165, 0.2565, 0.5332031, , , , , , , , , , , , , , , , , , , , , , 
0.27, 0.8057861, 0.27, 0.2147827, 0.27, 0.144104, 0.27, 0.5327759, , , , , , , , , , , , , , , , , , , , , , 
0.2835, 0.8058472, 0.2835, 0.2148438, 0.2835, 0.144104, 0.2835, 0.5325928, , , , , , , , , , , , , , , , , , , , , , 
0.297, 0.8060303, 0.297, 0.2149048, 0.297, 0.144104, 0.297, 0.5322876, , , , , , , , , , , , , , , , , , , , , , 
0.3105, 0.8060913, 0.3105, 0.2149658, 0.3105, 0.144165, 0.3105, 0.5321655, , , , , , , , , , , , , , , , , , , , , , 
0.324, 0.8062744, 0.324, 0.2150879, 0.324, 0.144165, 0.324, 0.5319214, , , , , , , , , , , , , , , , , , , , , , 
0.3375, 0.8063354, 0.3375, 0.2150879, 0.3375, 0.144104, 0.3375, 0.5317383, , , , , , , , , , , , , , , , , , , , , , 
0.351, 0.8065186, 0.351, 0.2150879, 0.351, 0.144104, 0.351, 0.5314941, , , , , , , , , , , , , , , , , , , , , , 
0.3645, 0.8066406, 0.3645, 0.2150879, 0.3645, 0.144104, 0.3645, 0.5313721, , , , , , , , , , , , , , , , , , , , , , 
0.378, 0.8067627, 0.378, 0.21521, 0.378, 0.144043, 0.378, 0.5310669, , , , , , , , , , , , , , , , , , , , , , 
0.3915, 0.8068237, 0.3915, 0.215271, 0.3915, 0.144104, 0.3915, 0.5309448, , , , , , , , , , , , , , , , , , , , , , 
0.405, 0.8070068, 0.405, 0.215332, 0.405, 0.144104, 0.405, 0.5306396, , , , , , , , , , , , , , , , , , , , , , 
0.4185, 0.807251, 0.4185, 0.2155151, 0.4185, 0.144043, 0.4185, 0.5302734, , , , , , , , , , , , , , , , , , , , , , 
0.432, 0.807312, 0.432, 0.2155151, 0.432, 0.144043, 0.432, 0.5301514, , , , , , , , , , , , , , , , , , , , , , 
0.4455, 0.807312, 0.4455, 0.2155762, 0.4455, 0.144104, 0.4455, 0.5300293, , , , , , , , , , , , , , , , , , , , , , 
0.459, 0.807373, 0.459, 0.2156372, 0.459, 0.144104, 0.459, 0.5299683, , , , , , , , , , , , , , , , , , , , , , 
0.4725, 0.8074341, 0.4725, 0.2156982, 0.4725, 0.144104, 0.4725, 0.5298462, , , , , , , , , , , , , , , , , , , , , , 
0.486, 0.8075562, 0.486, 0.2156982, 0.486, 0.144043, 0.486, 0.5297241, , , , , , , , , , , , , , , , , , , , , , 
0.4995, 0.8076172, 0.4995, 0.2157593, 0.4995, 0.144104, 0.4995, 0.529541, , , , , , , , , , , , , , , , , , , , , , 
0.513, 0.8076782, 0.513, 0.2157593, 0.513, 0.144104, 0.513, 0.52948, , , , , , , , , , , , , , , , , , , , , , 
0.5265, 0.8078613, 0.5265, 0.2158203, 0.5265, 0.144104, 0.5265, 0.5291138, , , , , , , , , , , , , , , , , , , , , , 
0.54, 0.8079834, 0.54, 0.2158203, 0.54, 0.144104, 0.54, 0.5289307, , , , , , , , , , , , , , , , , , , , , , 
0.5535, 0.8082275, 0.5535, 0.2158813, 0.5535, 0.144104, 0.5535, 0.5286255, , , , , , , , , , , , , , , , , , , , , , 
