Application:, Trigno Discover (2.0.1.3)
Date/Time:, 24/07/2025 17:08:42
Collection Length (seconds):, 50.76
Avanti Sensor 5 (74128)
sensor mode: 66
ORIENTATION W Time Series (s), ORIENTATION W (Quaternions), ORIENTATION X Time Series (s), ORIENTATION X (Quaternions), ORIENTATION Y Time Series (s), ORIENTATION Y (Quaternions), ORIENTATION Z Time Series (s), ORIENTATION Z (Quaternions)
, 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz
, 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
0, 0.9553833, 0, 0.2177734, 0, -0.0619507, 0, 0.1895752, , , , , , , , , , , , , , , , , , , , , , 
0.0135, 0.9554443, 0.0135, 0.2176514, 0.0135, -0.0618286, 0.0135, 0.1893921, , , , , , , , , , , , , , , , , , , , , , 
0.027, 0.9555664, 0.027, 0.2174683, 0.027, -0.0615845, 0.027, 0.18927, , , , , , , , , , , , , , , , , , , , , , 
0.0405, 0.9555664, 0.0405, 0.2173462, 0.0405, -0.0614014, 0.0405, 0.18927, , , , , , , , , , , , , , , , , , , , , , 
0.054, 0.9556274, 0.054, 0.2172241, 0.054, -0.0609741, 0.054, 0.18927, , , , , , , , , , , , , , , , , , , , , , 
0.0675, 0.9556274, 0.0675, 0.2171631, 0.0675, -0.0608521, 0.0675, 0.1893311, , , , , , , , , , , , , , , , , , , , , , 
0.081, 0.9556274, 0.081, 0.2171021, 0.081, -0.0606689, 0.081, 0.1895752, , , , , , , , , , , , , , , , , , , , , , 
0.0945, 0.9556274, 0.0945, 0.217041, 0.0945, -0.0606689, 0.0945, 0.1896973, , , , , , , , , , , , , , , , , , , , , , 
0.108, 0.9555664, 0.108, 0.2171021, 0.108, -0.0606689, 0.108, 0.1898804, , , , , , , , , , , , , , , , , , , , , , 
0.1215, 0.9555054, 0.1215, 0.2171021, 0.1215, -0.06073, 0.1215, 0.1900635, , , , , , , , , , , , , , , , , , , , , , 
